Table Name,ID,Parent ID,Change Type,Attribute,Original Value,New Value
Pole,229023469,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024070,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024166,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,215460868,N/A,UPDATE,installed_length,54,55
Audit History,165071223,N/A,INSERT,,,
Audit History,165073442,N/A,INSERT,,,
Audit History,165073474,N/A,INSERT,,,
Audit History,165070398,N/A,INSERT,,,
Audit History,165072836,N/A,INSERT,,,
Audit History,165071250,N/A,INSERT,,,
Audit History,165071346,N/A,INSERT,,,
Cable Segment Delta,527272119,N/A,INSERT,,,
Cable Segment Delta,527272151,N/A,INSERT,,,
Cable Segment Delta,527272183,N/A,INSERT,,,
Cable Segment Delta,527272752,N/A,INSERT,,,
Pole,229024669,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Fuse,234043138,N/A,UPDATE,type,Unknown,Cutout
OH Fuse,234043138,N/A,UPDATE,facility_tag_x,unset,71
OH Fuse,234043138,N/A,UPDATE,facility_tag_y,unset,650
OH Fuse,234043138,N/A,UPDATE,map_unit_x,unset,2132
OH Fuse,234043138,N/A,UPDATE,map_unit_y,unset,114
OH Fuse,234043138,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 54' 3.54"""
OH Fuse,234043138,N/A,GEOM UPDATE,actual_location,point (1),"point (2) - Moved 52' 9.41"""
Audit History,165071154,N/A,INSERT,,,
Audit History,165070489,N/A,INSERT,,,
Audit History,165071186,N/A,INSERT,,,
Audit History,165071122,N/A,INSERT,,,
Cable Segment Delta,527272104,N/A,INSERT,,,
Cable Segment Delta,527272136,N/A,INSERT,,,
Cable Segment Delta,527272769,N/A,INSERT,,,
Cable Segment Delta,527271944,N/A,INSERT,,,
Audit History,165073935,N/A,INSERT,,,
Audit History,165073967,N/A,INSERT,,,
Audit History,165073270,N/A,INSERT,,,
Audit History,165073302,N/A,INSERT,,,
Cable Segment Delta,527275181,N/A,INSERT,,,
Cable Segment Delta,527274796,N/A,INSERT,,,
Cable Segment Delta,527272045,N/A,INSERT,,,
Cable Segment Delta,527272077,N/A,INSERT,,,
Cable Segment Delta,527272109,N/A,INSERT,,,
Cable Segment Delta,527272141,N/A,INSERT,,,
Audit History,165074925,N/A,INSERT,,,
Audit History,165074100,N/A,INSERT,,,
Cable Segment Delta,527272474,N/A,INSERT,,,
Cable Segment Delta,527272506,N/A,INSERT,,,
Cable Segment Delta,527272666,N/A,INSERT,,,
Audit History,165075290,N/A,INSERT,,,
Audit History,165075322,N/A,INSERT,,,
Audit History,165075354,N/A,INSERT,,,
Audit History,165075386,N/A,INSERT,,,
Cable Segment Delta,527271976,N/A,INSERT,,,
Cable Segment Delta,527272040,N/A,INSERT,,,
Cable Segment Delta,527272072,N/A,INSERT,,,
Cable Segment Delta,527272168,N/A,INSERT,,,
Primary Wire,215465598,215465597,UPDATE,status,Existing,Deleted
Audit History,165073334,N/A,INSERT,,,
Primary Wire,476784415,215461344,UPDATE,status,Existing,Deleted
Audit History,165072605,N/A,INSERT,,,
OH Primary,215465738,N/A,UPDATE,installed_length,28.03,43
OH Primary,215465738,N/A,UPDATE,phase_orientation,ABC,BCA
OH Transformer Bank Unit,441689287,441689268,UPDATE,phase,A,C
Pole,228899769,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Primary Wire,215460963,215460962,UPDATE,insulation,WP,BARE
OH Transformer Bank Unit,235965558,235965545,UPDATE,phase,C,B
Cable Segment Delta,527272479,N/A,INSERT,,,
Cable Segment Delta,527272511,N/A,INSERT,,,
Audit History,165071217,N/A,INSERT,,,
Audit History,165071281,N/A,INSERT,,,
Audit History,165071313,N/A,INSERT,,,
Audit History,165071591,N/A,INSERT,,,
Audit History,165072288,N/A,INSERT,,,
OH Primary,215383934,N/A,UPDATE,installed_length,50,49
OH Primary,215383934,N/A,UPDATE,phase_orientation,ABC,CBA
Pole,229023934,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,221509570,221509568,UPDATE,status,Existing,Deleted
Audit History,165073366,N/A,INSERT,,,
Audit History,165074696,N/A,INSERT,,,
Audit History,165074728,N/A,INSERT,,,
Audit History,165074792,N/A,INSERT,,,
Cable Segment Delta,527272071,N/A,INSERT,,,
Cable Segment Delta,527272103,N/A,INSERT,,,
Cable Segment Delta,527272135,N/A,INSERT,,,
Cable Segment Delta,527272768,N/A,INSERT,,,
Audit History,165073173,N/A,INSERT,,,
Audit History,165073205,N/A,INSERT,,,
Audit History,165073397,N/A,INSERT,,,
Audit History,165074094,N/A,INSERT,,,
Pole,229026779,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165071564,N/A,INSERT,,,
Audit History,165071404,N/A,INSERT,,,
Audit History,165072197,N/A,INSERT,,,
Cable Segment Delta,527272473,N/A,INSERT,,,
Cable Segment Delta,527272505,N/A,INSERT,,,
UG Primary,453018487,N/A,UPDATE,calculated_length,89.9,153.8
UG Primary,453018487,N/A,GEOM UPDATE,route,chain (1),"chain (2) - Length Changed 63' 11.13"""
Cable Segment Delta,527272665,N/A,INSERT,,,
Audit History,165075417,N/A,INSERT,,,
Audit History,165073579,N/A,INSERT,,,
Audit History,165071961,N/A,INSERT,,,
Audit History,165071993,N/A,INSERT,,,
Audit History,165075521,N/A,INSERT,,,
OH Primary,441768637,N/A,UPDATE,installed_length,112.9,112
OH Primary,215465597,N/A,UPDATE,status,Existing,Deleted
OH Primary,215465597,N/A,UPDATE,calculated_length,11.26,unset
OH Primary,215465597,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Audit History,165073604,N/A,INSERT,,,
Audit History,165071289,N/A,INSERT,,,
Audit History,165072811,N/A,INSERT,,,
Audit History,165071321,N/A,INSERT,,,
Audit History,165073067,N/A,INSERT,,,
Audit History,165073099,N/A,INSERT,,,
Pole,229024036,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229024228,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165073411,N/A,INSERT,,,
Audit History,165071352,N/A,INSERT,,,
Primary Wire,215460994,215460992,UPDATE,insulation,WP,BARE
OH Primary,215460962,N/A,UPDATE,installed_length,106,108
OH Primary,215461111,N/A,UPDATE,installed_length,65,63
Audit History,165073537,N/A,INSERT,,,
Audit History,165073569,N/A,INSERT,,,
Audit History,165071350,N/A,INSERT,,,
Audit History,165071126,N/A,INSERT,,,
OH Primary,215275973,N/A,UPDATE,installed_length,117,126
Audit History,165071977,N/A,INSERT,,,
Audit History,165072009,N/A,INSERT,,,
Audit History,165072706,N/A,INSERT,,,
Audit History,165072738,N/A,INSERT,,,
Pole,316086727,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527272054,N/A,INSERT,,,
Cable Segment Delta,527272086,N/A,INSERT,,,
Cable Segment Delta,527272118,N/A,INSERT,,,
Cable Segment Delta,527272258,N/A,INSERT,,,
Cable Segment Delta,527272290,N/A,INSERT,,,
Cable Segment Delta,527272386,N/A,INSERT,,,
OH Transformer Bank,235998758,N/A,UPDATE,output_voltage,Unknown,'120/240'
OH Transformer Bank,235998758,N/A,GEOM UPDATE,actual_location,point (1),"point (2) - Moved 231' 8.27"""
OH Transformer Bank,235998758,N/A,GEOM UPDATE,bank_phasing_text,simple_point (1),"simple_point (2) - Moved 210' 10.80"""
OH Transformer Bank,235998758,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 210' 10.80"""
OH Transformer Bank,235998758,N/A,GEOM UPDATE,config_text,simple_point (1),"simple_point (2) - Moved 210' 10.80"""
Audit History,165074045,N/A,INSERT,,,
Audit History,165070456,N/A,INSERT,,,
Audit History,165071946,N/A,INSERT,,,
Audit History,165070424,N/A,INSERT,,,
Audit History,165072042,N/A,INSERT,,,
Audit History,165073648,N/A,INSERT,,,
Audit History,165072727,N/A,INSERT,,,
Audit History,165072759,N/A,INSERT,,,
Audit History,165074946,N/A,INSERT,,,
Audit History,165074029,N/A,INSERT,,,
Audit History,165074694,N/A,INSERT,,,
Audit History,165074790,N/A,INSERT,,,
Audit History,165074918,N/A,INSERT,,,
OH Primary,221509449,N/A,UPDATE,installed_length,64,42
Cable Segment Delta,527271948,N/A,INSERT,,,
Cable Segment Delta,527271980,N/A,INSERT,,,
Cable Segment Delta,527272044,N/A,INSERT,,,
Cable Segment Delta,527272076,N/A,INSERT,,,
Pole,228998876,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,228999573,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165073971,N/A,INSERT,,,
Audit History,165075493,N/A,INSERT,,,
Audit History,165075525,N/A,INSERT,,,
Audit History,165073306,N/A,INSERT,,,
Cable Segment Delta,527272664,N/A,INSERT,,,
Cable Segment Delta,527272303,N/A,INSERT,,,
Cable Segment Delta,527271903,N/A,INSERT,,,
Cable Segment Delta,527271935,N/A,INSERT,,,
Audit History,165075320,N/A,INSERT,,,
Cable Segment Delta,527272775,N/A,INSERT,,,
Cable Segment Delta,527272807,N/A,INSERT,,,
Audit History,165073501,N/A,INSERT,,,
Audit History,165073533,N/A,INSERT,,,
Audit History,165073565,N/A,INSERT,,,
Audit History,165075151,N/A,INSERT,,,
Audit History,165074037,N/A,INSERT,,,
Audit History,165074069,N/A,INSERT,,,
Audit History,165074165,N/A,INSERT,,,
Audit History,165075495,N/A,INSERT,,,
Audit History,165074158,N/A,INSERT,,,
Primary Wire,474841879,474841865,UPDATE,status,Existing,Deleted
Pole,229024131,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,215460993,215460992,UPDATE,insulation,WP,BARE
Cable Segment Delta,527271963,N/A,INSERT,,,
Cable Segment Delta,527272059,N/A,INSERT,,,
Cable Segment Delta,527272091,N/A,INSERT,,,
Pole,441767279,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Primary Wire,441767976,441767964,UPDATE,status,Existing,Deleted
Audit History,165070422,N/A,INSERT,,,
OH Transformer Bank,441898699,N/A,UPDATE,bank_configuration,'3 Phase Wye/Delta','3 Phase Wye/Wye'
Audit History,165071526,N/A,INSERT,,,
Audit History,165071558,N/A,INSERT,,,
OH Primary,441689022,N/A,UPDATE,installed_length,102,106
Pole,229023804,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229023836,N/A,UPDATE,framing_type,Unknown,Horizontal Center Phase High
Primary Wire,215462380,215462377,UPDATE,insulation,WP,BARE
Cable Segment Delta,527274788,N/A,INSERT,,,
Cable Segment Delta,527274820,N/A,INSERT,,,
Cable Segment Delta,527272133,N/A,INSERT,,,
Cable Segment Delta,527272165,N/A,INSERT,,,
Cable Segment Delta,527271941,N/A,INSERT,,,
Cable Segment Delta,527271973,N/A,INSERT,,,
Audit History,165074156,N/A,INSERT,,,
Audit History,165092857,N/A,INSERT,,,
Audit History,165074113,N/A,INSERT,,,
Audit History,165073320,N/A,INSERT,,,
Audit History,165071882,N/A,INSERT,,,
Pole,441768707,N/A,UPDATE,framing_type,Unknown,Double Circuit Vertical Neutral High
Pole,229027538,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,215465922,N/A,UPDATE,installed_length,142,136
Audit History,165075450,N/A,INSERT,,,
Audit History,165075258,N/A,INSERT,,,
Edist Device Feeder,527271870,N/A,INSERT,,,
Cable Segment Delta,527272503,N/A,INSERT,,,
Cable Segment Delta,527272599,N/A,INSERT,,,
Cable Segment Delta,527272631,N/A,INSERT,,,
Primary Wire,527271555,215462739,INSERT,,,
Audit History,165074558,N/A,INSERT,,,
Audit History,165074686,N/A,INSERT,,,
Audit History,165075255,N/A,INSERT,,,
Audit History,165071928,N/A,INSERT,,,
Audit History,165072024,N/A,INSERT,,,
Audit History,165073482,N/A,INSERT,,,
Audit History,165073610,N/A,INSERT,,,
OH Primary,215461664,N/A,UPDATE,installed_length,26,34
OH Primary,215461664,N/A,UPDATE,phase_orientation,ABC,CBA
Cable Segment Delta,527275000,N/A,INSERT,,,
Audit History,165071534,N/A,INSERT,,,
Primary Wire,527271546,388861523,INSERT,,,
Pole,229023401,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229023241,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Pole,229023273,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Primary Wire,215461024,215461022,UPDATE,insulation,WP,BARE
OH Primary,215460992,N/A,UPDATE,installed_length,158,154
Audit History,165073440,N/A,INSERT,,,
Audit History,165073472,N/A,INSERT,,,
Primary Wire,441768736,441768724,UPDATE,status,Existing,Deleted
Audit History,165071118,N/A,INSERT,,,
Audit History,165072103,N/A,INSERT,,,
Audit History,165071911,N/A,INSERT,,,
Cable Segment Delta,527272053,N/A,INSERT,,,
Cable Segment Delta,527272085,N/A,INSERT,,,
Cable Segment Delta,527272117,N/A,INSERT,,,
Cable Segment Delta,527272149,N/A,INSERT,,,
Pole,229024660,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229024692,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024564,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229024596,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,215462379,215462377,UPDATE,insulation,WP,BARE
Audit History,165072802,N/A,INSERT,,,
Audit History,165075584,N/A,INSERT,,,
Audit History,165072866,N/A,INSERT,,,
Audit History,165073292,N/A,INSERT,,,
Cable Segment Delta,527271940,N/A,INSERT,,,
Cable Segment Delta,527271972,N/A,INSERT,,,
Cable Segment Delta,527272036,N/A,INSERT,,,
Audit History,165074692,N/A,INSERT,,,
Audit History,165074788,N/A,INSERT,,,
Primary Wire,476784411,215461135,UPDATE,insulation,WP,BARE
OH Transformer Bank,237177225,N/A,UPDATE,bank_configuration,'3 Phase Wye/Delta','3 Phase Wye/Wye'
Cable Segment Delta,527271979,N/A,INSERT,,,
Cable Segment Delta,527272075,N/A,INSERT,,,
Cable Segment Delta,527272107,N/A,INSERT,,,
Cable Segment Delta,527272139,N/A,INSERT,,,
Audit History,165074923,N/A,INSERT,,,
Audit History,165074162,N/A,INSERT,,,
Audit History,165075460,N/A,INSERT,,,
Audit History,165075588,N/A,INSERT,,,
Cable Segment Delta,527272566,N/A,INSERT,,,
Cable Segment Delta,527271901,N/A,INSERT,,,
Cable Segment Delta,527271933,N/A,INSERT,,,
Distributed Generation,527272598,N/A,INSERT,,,
Audit History,165074461,N/A,INSERT,,,
Audit History,165074621,N/A,INSERT,,,
Audit History,165075350,N/A,INSERT,,,
Audit History,165071021,N/A,INSERT,,,
OH Fuse,66682122,N/A,UPDATE,status,Existing,Deleted
Cable Segment Delta,527272095,N/A,INSERT,,,
Cable Segment Delta,527272191,N/A,INSERT,,,
Cable Segment Delta,527274770,N/A,INSERT,,,
Cable Segment Delta,527272166,N/A,INSERT,,,
Cable Segment Delta,527271942,N/A,INSERT,,,
Cable Segment Delta,527271974,N/A,INSERT,,,
Cable Segment Delta,527272038,N/A,INSERT,,,
Audit History,165073636,N/A,INSERT,,,
OH Transformer Bank Unit,476505170,237177225,UPDATE,phase,C,B
Audit History,165073933,N/A,INSERT,,,
Audit History,165073965,N/A,INSERT,,,
Audit History,165072635,N/A,INSERT,,,
Audit History,165071544,N/A,INSERT,,,
Audit History,165071608,N/A,INSERT,,,
Pole,229024097,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165071762,N/A,INSERT,,,
Audit History,165071794,N/A,INSERT,,,
Audit History,165071826,N/A,INSERT,,,
OH Fuse,234125328,N/A,UPDATE,switch_no,638504s,638504
OH Fuse,234125328,N/A,UPDATE,xcel_energy_device_id,638504s,638504
OH Fuse,234125328,N/A,UPDATE,xcel_energy_field_stencil,638504s,638504
Cable Segment Delta,527272573,N/A,INSERT,,,
Cable Segment Delta,527272605,N/A,INSERT,,,
Cable Segment Delta,527272637,N/A,INSERT,,,
Primary Wire,215381020,215381019,UPDATE,insulation,WP,BARE
Audit History,165071942,N/A,INSERT,,,
Audit History,165071341,N/A,INSERT,,,
OH Primary,248997200,N/A,UPDATE,status,Existing,Deleted
OH Primary,248997200,N/A,UPDATE,calculated_length,46.26,unset
Cable Segment Delta,527272385,N/A,INSERT,,,
Cable Segment Delta,527272417,N/A,INSERT,,,
Primary Wire,215462378,215462377,UPDATE,insulation,WP,BARE
OH Primary,215460728,N/A,UPDATE,installed_length,100,98
OH Primary,215463043,N/A,UPDATE,installed_length,120,121
OH Primary,215463075,N/A,UPDATE,installed_length,150,146
OH Primary,215463075,N/A,UPDATE,phase_orientation,ABC,CBA
Cable Segment Delta,527272472,N/A,INSERT,,,
Cable Segment Delta,527272504,N/A,INSERT,,,
Edist Device Feeder,527274787,N/A,INSERT,,,
Cable Segment Delta,527274819,N/A,INSERT,,,
Cable Segment Delta,527271939,N/A,INSERT,,,
Cable Segment Delta,527271971,N/A,INSERT,,,
Cable Segment Delta,527272035,N/A,INSERT,,,
Audit History,165071647,N/A,INSERT,,,
Audit History,165073169,N/A,INSERT,,,
Audit History,165073201,N/A,INSERT,,,
Audit History,165073393,N/A,INSERT,,,
OH Primary,215463117,N/A,UPDATE,installed_length,128,126
Audit History,165071162,N/A,INSERT,,,
Audit History,165072083,N/A,INSERT,,,
Cable Segment Delta,527272430,N/A,INSERT,,,
Cable Segment Delta,527272501,N/A,INSERT,,,
Cable Segment Delta,527272661,N/A,INSERT,,,
Cable Segment Delta,527271900,N/A,INSERT,,,
Audit History,165075413,N/A,INSERT,,,
Audit History,165075445,N/A,INSERT,,,
Audit History,165074588,N/A,INSERT,,,
Audit History,165074684,N/A,INSERT,,,
Audit History,165071134,N/A,INSERT,,,
Audit History,165072688,N/A,INSERT,,,
Audit History,165071198,N/A,INSERT,,,
Audit History,165071262,N/A,INSERT,,,
OH Primary,215465561,N/A,UPDATE,calculated_length,43.49,83.96
OH Primary,215465561,N/A,UPDATE,installed_length,39,114
OH Primary,215465561,N/A,GEOM UPDATE,route,chain (1),"chain (2) - Length Changed 41' 7.10"""
Pole,527275137,N/A,INSERT,,,
Pole,395956352,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165071953,N/A,INSERT,,,
Pole,229024000,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165074627,N/A,INSERT,,,
Audit History,165071348,N/A,INSERT,,,
Cable Segment Delta,527272787,N/A,INSERT,,,
Audit History,165071124,N/A,INSERT,,,
OH Primary,215381019,N/A,UPDATE,installed_length,159,155
Audit History,165070419,N/A,INSERT,,,
Audit History,165071116,N/A,INSERT,,,
Audit History,165071148,N/A,INSERT,,,
Audit History,165071180,N/A,INSERT,,,
Cable Segment Delta,527271956,N/A,INSERT,,,
Cable Segment Delta,527272052,N/A,INSERT,,,
Cable Segment Delta,527272084,N/A,INSERT,,,
Cable Segment Delta,527272116,N/A,INSERT,,,
Pole,229023961,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229023993,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165075501,N/A,INSERT,,,
Audit History,165075533,N/A,INSERT,,,
Audit History,165075597,N/A,INSERT,,,
Audit History,165070454,N/A,INSERT,,,
Audit History,165071279,N/A,INSERT,,,
Audit History,165071944,N/A,INSERT,,,
Audit History,165071311,N/A,INSERT,,,
OH Transformer Bank Unit,527272034,527271856,INSERT,,,
Cable Segment Delta,527271938,N/A,INSERT,,,
Audit History,165071870,N/A,INSERT,,,
Audit History,165074025,N/A,INSERT,,,
Audit History,165071678,N/A,INSERT,,,
Audit History,165071742,N/A,INSERT,,,
Pole,229025949,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229026582,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165071344,N/A,INSERT,,,
Primary Wire,221509366,221509363,UPDATE,insulation,WP,BARE
OH Primary,526959002,N/A,INSERT,,,
Audit History,165074698,N/A,INSERT,,,
Audit History,165075491,N/A,INSERT,,,
Audit History,165073336,N/A,INSERT,,,
Audit History,165073368,N/A,INSERT,,,
Primary Wire,215460858,215460852,UPDATE,insulation,Unknown,BARE
Edist Device Feeder,527272532,N/A,INSERT,,,
Cable Segment Delta,527271899,N/A,INSERT,,,
Cable Segment Delta,527271931,N/A,INSERT,,,
Audit History,165074523,N/A,INSERT,,,
Audit History,165075380,N/A,INSERT,,,
OH Primary,215467308,N/A,UPDATE,installed_length,89,95
Cable Segment Delta,527274993,N/A,INSERT,,,
Cable Segment Delta,527272037,N/A,INSERT,,,
Pole,229028666,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Cable Segment Delta,527272069,N/A,INSERT,,,
Cable Segment Delta,527272101,N/A,INSERT,,,
Pole,453018725,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165073171,N/A,INSERT,,,
Audit History,165073203,N/A,INSERT,,,
Audit History,165073395,N/A,INSERT,,,
Pole,453019773,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165073895,N/A,INSERT,,,
Audit History,165073006,N/A,INSERT,,,
Audit History,165073703,N/A,INSERT,,,
Cable Segment Delta,527272167,N/A,INSERT,,,
Cable Segment Delta,527272508,N/A,INSERT,,,
Cable Segment Delta,527272540,N/A,INSERT,,,
Cable Segment Delta,527272668,N/A,INSERT,,,
Audit History,165071876,N/A,INSERT,,,
Audit History,165071940,N/A,INSERT,,,
Audit History,165070450,N/A,INSERT,,,
Primary Wire,527271516,215463165,INSERT,,,
Cable Segment Delta,527272070,N/A,INSERT,,,
Cable Segment Delta,527272102,N/A,INSERT,,,
Cable Segment Delta,527272134,N/A,INSERT,,,
Audit History,165071556,N/A,INSERT,,,
Audit History,165074023,N/A,INSERT,,,
Audit History,165074055,N/A,INSERT,,,
Audit History,165073268,N/A,INSERT,,,
Cable Segment Delta,527271937,N/A,INSERT,,,
Cable Segment Delta,527271969,N/A,INSERT,,,
Cable Segment Delta,527272033,N/A,INSERT,,,
Cable Segment Delta,527272065,N/A,INSERT,,,
Audit History,165071645,N/A,INSERT,,,
Audit History,165071709,N/A,INSERT,,,
Audit History,165073391,N/A,INSERT,,,
OH Primary,425975922,N/A,UPDATE,calculated_length,134,unset
OH Primary,425975922,N/A,UPDATE,installed_length,132.3,76
OH Primary,425975922,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Pole,229026645,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229027566,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,221509365,221509363,UPDATE,insulation,WP,BARE
Pole,228998839,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165071370,N/A,INSERT,,,
OH Primary,441768419,N/A,UPDATE,calculated_length,69.79,unset
OH Primary,441768419,N/A,UPDATE,installed_length,75,41
OH Primary,441768419,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
UG Transformer,66682078,N/A,UPDATE,status,Existing,Deleted
Cable Segment Delta,527271898,N/A,INSERT,,,
Cable Segment Delta,527271930,N/A,INSERT,,,
Cable Segment Delta,527272499,N/A,INSERT,,,
Audit History,165074490,N/A,INSERT,,,
Audit History,165074586,N/A,INSERT,,,
Audit History,165075315,N/A,INSERT,,,
Audit History,165073448,N/A,INSERT,,,
Audit History,165073480,N/A,INSERT,,,
Primary Wire,476783359,215380965,UPDATE,insulation,WP,BARE
Audit History,165071229,N/A,INSERT,,,
OH Primary,215467874,N/A,UPDATE,installed_length,112,115
Audit History,165073794,N/A,INSERT,,,
Audit History,165073826,N/A,INSERT,,,
Audit History,165072079,N/A,INSERT,,,
Audit History,165071190,N/A,INSERT,,,
Audit History,165071919,N/A,INSERT,,,
Audit History,165072111,N/A,INSERT,,,
Audit History,165072076,N/A,INSERT,,,
Pole,441767219,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165072108,N/A,INSERT,,,
OH Primary,215467739,N/A,UPDATE,installed_length,265,260
Audit History,165071242,N/A,INSERT,,,
Audit History,165071178,N/A,INSERT,,,
Audit History,165071114,N/A,INSERT,,,
Audit History,165074463,N/A,INSERT,,,
Cable Segment Delta,527272876,N/A,INSERT,,,
Cable Segment Delta,527272748,N/A,INSERT,,,
Cable Segment Delta,527272844,N/A,INSERT,,,
Pole,229023799,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229023863,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229023895,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024624,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165072039,N/A,INSERT,,,
Audit History,165071150,N/A,INSERT,,,
Audit History,165071182,N/A,INSERT,,,
Audit History,165071246,N/A,INSERT,,,
Primary Structure Node,94570438,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 13' 10.53"""
Audit History,165073646,N/A,INSERT,,,
Audit History,165072757,N/A,INSERT,,,
Audit History,165075072,N/A,INSERT,,,
Audit History,165071740,N/A,INSERT,,,
Audit History,165071772,N/A,INSERT,,,
Audit History,165073230,N/A,INSERT,,,
Audit History,165073262,N/A,INSERT,,,
OH Primary,221509479,N/A,UPDATE,installed_length,107,108
Cable Segment Delta,527271943,N/A,INSERT,,,
Cable Segment Delta,527271975,N/A,INSERT,,,
Cable Segment Delta,527272039,N/A,INSERT,,,
Primary Structure Node,527272736,N/A,INSERT,,,
Cable Segment Delta,527271977,N/A,INSERT,,,
Cable Segment Delta,527272041,N/A,INSERT,,,
Cable Segment Delta,527272073,N/A,INSERT,,,
Cable Segment Delta,527272105,N/A,INSERT,,,
Primary Wire,221509364,221509363,UPDATE,insulation,WP,BARE
OH Transformer Bank Unit,236019281,236019268,UPDATE,phase,A,C
Audit History,165073399,N/A,INSERT,,,
Audit History,165074921,N/A,INSERT,,,
Cable Segment Delta,527272397,N/A,INSERT,,,
Cable Segment Delta,527272429,N/A,INSERT,,,
Cable Segment Delta,527271897,N/A,INSERT,,,
Audit History,165075218,N/A,INSERT,,,
Audit History,165075250,N/A,INSERT,,,
Audit History,165074457,N/A,INSERT,,,
Audit History,165074553,N/A,INSERT,,,
Audit History,165071184,N/A,INSERT,,,
Audit History,165072073,N/A,INSERT,,,
Audit History,165072105,N/A,INSERT,,,
Audit History,165071913,N/A,INSERT,,,
Audit History,165074700,N/A,INSERT,,,
Audit History,165074003,N/A,INSERT,,,
Audit History,165073939,N/A,INSERT,,,
Cable Segment Delta,527272068,N/A,INSERT,,,
OH Primary,215467208,N/A,UPDATE,calculated_length,215.7,213.1
OH Primary,215467208,N/A,UPDATE,installed_length,214,196
OH Primary,215467208,N/A,UPDATE,phase_orientation,AC,CA
OH Primary,215467208,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
OH Primary,215467841,N/A,UPDATE,installed_length,102,101
Audit History,165073266,N/A,INSERT,,,
Audit History,165073298,N/A,INSERT,,,
Audit History,165073931,N/A,INSERT,,,
Pole,229023332,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229023428,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229023460,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165072490,N/A,INSERT,,,
Cable Segment Delta,527272667,N/A,INSERT,,,
Cable Segment Delta,527271961,N/A,INSERT,,,
Cable Segment Delta,527272057,N/A,INSERT,,,
Audit History,165071209,N/A,INSERT,,,
Audit History,165070480,N/A,INSERT,,,
Primary Wire,441767938,441767926,UPDATE,status,Existing,Deleted
